results for a for the fits 
1.20943487, 3.5768e-04, 30, 2, 100
1.57748619, 6.7676e-04, 30, 2, 100
1.55615741, 7.6706e-04, 30, 3, 100
2.40585141, 0.00191279, 30, 4, 100
3.43421192, 0.00391777, 30, 5, 100
1.77329651, 0.00330728, 30, 6, 100
5.47462358, 0.00742593, 30, 2, 125
6.78592863, 0.01148318, 30, 3, 125
8.28045684, 0.01575730, 30, 4, 125
7.95816682, 0.01628910, 30, 5, 125
5.80091826, 0.01208115, 30, 6, 125
